CustomerID,description,preference_score,preference_strength,frequency,monetary,recency_days
15326,GARDEN PATH JOURNAL,0.821655,Strong Preference,1,15.300000,243
15326,GREY HEART HOT WATER BOTTLE,0.819315,Strong Preference,1,15.000000,243
15329,GIANT 50'S CHRISTMAS CRACKER,0.924766,Strong Preference,1,34.680000,44
15329,REGENCY CAKESTAND 3 TIER,0.890000,Strong Preference,1,38.250000,81
15329,3D CHRISTMAS STAMPS STICKERS ,0.876975,Strong Preference,1,22.500000,44
15329,3D TRADITIONAL CHRISTMAS STICKERS,0.876975,Strong Preference,1,22.500000,44
15329,3D VINTAGE CHRISTMAS STICKERS ,0.876975,Strong Preference,1,22.500000,44
15332,GREY FLORAL FELTCRAFT SHOULDER BAG,0.890000,Strong Preference,2,135.000000,279
15332,FELTCRAFT PRINCESS LOLA DOLL,0.880009,Strong Preference,2,120.000000,279
15332,FELTCRAFT PRINCESS OLIVIA DOLL,0.868694,Strong Preference,2,105.000000,279
15332,FELTCRAFT CUSHION BUTTERFLY,0.855649,Strong Preference,2,90.000000,279
15332,RED  HARMONICA IN BOX ,0.821453,Strong Preference,2,60.000000,279
15333,FELTCRAFT CHRISTMAS FAIRY,0.890000,Strong Preference,1,180.000000,118
15333,FELTCRAFT PRINCESS CHARLOTTE DOLL,0.881893,Strong Preference,1,162.720000,118
15333,FELTCRAFT PRINCESS LOLA DOLL,0.881893,Strong Preference,1,162.720000,118
15333,FELTCRAFT PRINCESS OLIVIA DOLL,0.881893,Strong Preference,1,162.720000,118
15333,FELTCRAFT DOLL ROSIE,0.859051,Strong Preference,1,122.400000,118
15334,RED RETROSPOT CHARLOTTE BAG,0.885264,Strong Preference,3,17.000000,66
15334,SCANDINAVIAN PAISLEY PICNIC BAG,0.881416,Strong Preference,3,16.500000,66
15334,CHARLOTTE BAG VINTAGE ALPHABET ,0.785172,Moderate Preference,3,7.650000,66
15334,PACK OF 72 RETROSPOT CAKE CASES,0.746142,Moderate Preference,3,5.500000,66
15334,DOORSTOP RETROSPOT HEART,0.732836,Moderate Preference,2,18.750000,73
15339,VINTAGE CREAM DOG FOOD CONTAINER,0.890000,Strong Preference,1,17.000000,228
15339,COFFEE MUG DOG + BALL DESIGN,0.875584,Strong Preference,1,15.300000,228
15339,COFFEE MUG PINK PAISLEY DESIGN,0.875584,Strong Preference,1,15.300000,228
15339,DOLLY GIRL CHILDRENS EGG CUP,0.872885,Strong Preference,1,15.000000,228
15339,SOLDIERS EGG CUP ,0.872885,Strong Preference,1,15.000000,228
15342,GIN + TONIC DIET METAL SIGN,0.890000,Strong Preference,1,30.600000,39
15342,ICE CREAM SUNDAE LIP GLOSS,0.887668,Strong Preference,1,30.000000,39
15342,METAL SIGN NEIGHBOURHOOD WITCH ,0.867207,Strong Preference,1,25.200000,39
15342,TOTE BAG I LOVE LONDON,0.867207,Strong Preference,1,25.200000,39
15342,CHARLIE AND LOLA FIGURES TINS,0.858550,Strong Preference,1,23.400000,39
15346,ANT WHITE WIRE HEART SPIRAL,0.890000,Strong Preference,1,19.750000,242
15346,LOVE BUILDING BLOCK WORD,0.876700,Strong Preference,1,17.850000,242
15346,NATURAL SLATE HEART CHALKBOARD ,0.875593,Strong Preference,1,17.700000,242
15346,RECIPE BOX PANTRY YELLOW DESIGN,0.875593,Strong Preference,1,17.700000,242
15346,TRADITIONAL KNITTING NANCY,0.873353,Strong Preference,1,17.400000,242
15347,CLOTHES PEGS RETROSPOT PACK 24 ,0.890000,Strong Preference,1,120.000000,276
15347,RED RETROSPOT PEG BAG,0.756005,Moderate Preference,1,25.200000,276
15347,WALL TIDY RETROSPOT ,0.740704,Moderate Preference,1,21.000000,276
15347,PAPER BUNTING RETROSPOT,0.726471,Moderate Preference,1,17.700000,276
15347,PAPER CHAIN KIT RETROSPOT,0.726471,Moderate Preference,1,17.700000,276
15349,HEART DECORATION WITH PEARLS ,0.920928,Strong Preference,2,41.650000,67
15349,VICTORIAN GLASS HANGING T-LIGHT,0.811207,Strong Preference,2,15.000000,67
15349,BATH BUILDING BLOCK WORD,0.787106,Moderate Preference,2,11.900000,67
15349,WHITE HANGING HEART T-LIGHT HOLDER,0.756918,Moderate Preference,2,8.850000,67
15349,GROW A FLYTRAP OR SUNFLOWER IN TIN,0.619296,Moderate Preference,1,30.000000,97
15350,HAND WARMER BABUSHKA DESIGN,0.890000,Strong Preference,1,25.200000,283
15350,HAND WARMER BIRD DESIGN,0.890000,Strong Preference,1,25.200000,283
15350,HAND WARMER OWL DESIGN,0.890000,Strong Preference,1,25.200000,283
15350,HAND WARMER SCOTTY DOG DESIGN,0.890000,Strong Preference,1,25.200000,283
15350,CHOCOLATE HOT WATER BOTTLE,0.825363,Strong Preference,1,14.850000,283
15351,CAMOUFLAGE LED TORCH,0.890000,Strong Preference,1,30.420000,279
15351,PINK 3 PIECE POLKADOT CUTLERY SET,0.854615,Strong Preference,1,22.500000,279
15351,TUB 24 PINK FLOWER PEGS,0.839746,Strong Preference,1,19.800000,279
15351,RED GINGHAM ROSE JEWELLERY BOX,0.818700,Strong Preference,1,16.500000,279
15351,ROUND CAKE TIN VINTAGE RED,0.814450,Strong Preference,1,15.900000,279
15353,REGENCY CAKESTAND 3 TIER,0.930794,Strong Preference,2,140.250000,164
15353,WOODEN UNION JACK BUNTING,0.581452,Moderate Preference,1,35.700000,164
15353,HAND WARMER UNION JACK,0.569236,Moderate Preference,1,50.400000,277
15353,RED RETROSPOT CAKE STAND,0.541438,Moderate Preference,1,21.900000,164
15353,HEART IVORY TRELLIS SMALL,0.526337,Moderate Preference,1,30.000000,277
15356,NO SINGING METAL SIGN,0.928124,Strong Preference,8,37.800000,15
15356,ALARM CLOCK BAKELIKE GREEN,0.925854,Strong Preference,7,67.500000,15
15356,GIN + TONIC DIET METAL SIGN,0.875187,Strong Preference,7,48.300000,65
15356,WASHROOM METAL SIGN,0.872772,Strong Preference,7,39.150000,15
15356,HAND OVER THE CHOCOLATE   SIGN ,0.870861,Strong Preference,7,46.200000,65
15358,REGENCY CAKESTAND 3 TIER,0.933162,Strong Preference,5,102.000000,30
15358,6 RIBBONS RUSTIC CHARM,0.815685,Strong Preference,4,99.000000,88
15358,RIBBON REEL STRIPES DESIGN ,0.798635,Moderate Preference,4,66.000000,46
15358,SCANDINAVIAN REDS RIBBONS,0.796881,Moderate Preference,4,60.000000,30
15358,WORLD WAR 2 GLIDERS ASSTD DESIGNS,0.791091,Moderate Preference,3,180.960000,30
15361,VICTORIAN GLASS HANGING T-LIGHT,0.890000,Strong Preference,1,203.520000,271
15361,HANGING BAUBLE T-LIGHT HOLDER SMALL,0.812478,Strong Preference,1,75.600000,271
15361,SILVER HANGING T-LIGHT HOLDER,0.762366,Moderate Preference,1,39.600000,271
15361,BLACK CHRISTMAS FLOCK DROPLET ,0.741070,Moderate Preference,1,30.000000,271
15361,EMBOSSED GLASS TEALIGHT HOLDER,0.741070,Moderate Preference,1,30.000000,271
15363,PAINT YOUR OWN CANVAS SET,0.890000,Strong Preference,1,39.600000,282
15363,STAR PORTABLE TABLE LIGHT ,0.877617,Strong Preference,1,35.400000,282
15363,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,0.858305,Strong Preference,1,29.700000,282
15363,CLEAR MILKSHAKE GLASS,0.840331,Strong Preference,1,25.200000,282
15363,POPPY'S PLAYHOUSE BEDROOM ,0.840331,Strong Preference,1,25.200000,282
15364,CARDHOLDER HOLLY WREATH METAL,0.905350,Strong Preference,1,81.360000,5
15364,3 HEARTS HANGING DECORATION RUSTIC,0.894824,Strong Preference,1,70.800000,5
15364,WOODEN UNION JACK BUNTING,0.890000,Strong Preference,1,237.600000,164
15364,ASSORTED COLOUR BIRD ORNAMENT,0.852880,Strong Preference,1,40.560000,5
15364,PAPER CHAIN KIT VINTAGE CHRISTMAS,0.842710,Strong Preference,1,35.400000,5
15365,ASSORTED COLOUR BIRD ORNAMENT,0.932468,Strong Preference,2,54.080000,6
15365,ALARM CLOCK BAKELIKE ORANGE,0.880113,Strong Preference,2,30.000000,6
15365,ALARM CLOCK BAKELIKE RED ,0.880113,Strong Preference,2,30.000000,6
15365,PAPER LANTERN 9 POINT SNOW STAR,0.752333,Moderate Preference,1,99.600000,6
15365,SET OF 10 LANTERNS FAIRY LIGHT STAR,0.752333,Moderate Preference,1,99.600000,6
15366,FELTCRAFT CUSHION BUTTERFLY,0.890000,Strong Preference,1,15.000000,267
15366,FELTCRAFT CUSHION OWL,0.890000,Strong Preference,1,15.000000,267
15366,FELTCRAFT CUSHION RABBIT,0.890000,Strong Preference,1,15.000000,267
15366,GREY FLORAL FELTCRAFT SHOULDER BAG,0.890000,Strong Preference,1,15.000000,267
15366,PINK FLORAL FELTCRAFT SHOULDER BAG,0.890000,Strong Preference,1,15.000000,267
15367,WOODEN UNION JACK BUNTING,0.906216,Strong Preference,1,71.400000,155
15367,PAPER BUNTING RETROSPOT,0.877638,Strong Preference,1,53.100000,155
15367,PAPER CHAIN KIT EMPIRE,0.877638,Strong Preference,1,53.100000,155
15367,VINTAGE UNION JACK APRON,0.854429,Strong Preference,1,41.700000,155
15367,OWL DOORSTOP,0.844550,Strong Preference,1,44.550000,185
15370,BREAD BIN DINER STYLE PINK,0.969339,Strong Preference,3,179.400000,50
15370,SET OF 16 VINTAGE ROSE CUTLERY,0.776798,Moderate Preference,2,114.750000,50
15370,DOORMAT FAIRY CAKE,0.739183,Moderate Preference,2,99.300000,113
15370,PINK  HEART SHAPE LOVE BUCKET ,0.715308,Moderate Preference,2,53.100000,50
15370,TOY TIDY PINK POLKADOT,0.714406,Moderate Preference,2,52.500000,50
15372,JUMBO BAG VINTAGE LEAF,0.890000,Strong Preference,1,179.000000,46
15372,LUNCH BAG DOILEY PATTERN ,0.873068,Strong Preference,1,145.000000,46
15372,LUNCH BAG VINTAGE LEAF DESIGN,0.873068,Strong Preference,1,145.000000,46
15372,SET OF 6 TEA TIME BAKING CASES,0.866204,Strong Preference,1,133.120000,46
15372,SET OF 72 RETROSPOT PAPER  DOILIES,0.857878,Strong Preference,1,120.000000,46
15373,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",0.979701,Strong Preference,5,275.250000,25
15373,REGENCY CAKESTAND 3 TIER,0.837637,Strong Preference,4,280.500000,164
15373,RED RETROSPOT CAKE STAND,0.681551,Moderate Preference,3,164.250000,227
15373,RED RETROSPOT TEA CUP AND SAUCER ,0.658584,Moderate Preference,3,60.000000,83
15373,RED RETROSPOT APRON ,0.657971,Moderate Preference,3,59.500000,83
15374,SMALL MEDINA STAMPED METAL BOWL ,0.890000,Strong Preference,1,91.800000,38
15374,SET 7 BABUSHKA NESTING BOXES,0.836304,Strong Preference,1,51.000000,38
15374,NO SINGING METAL SIGN,0.772756,Moderate Preference,1,25.200000,38
15376,POMPOM CURTAIN,0.944006,Strong Preference,2,27.800000,27
15376,GIN + TONIC DIET METAL SIGN,0.909144,Strong Preference,2,20.400000,27
15376,FOOD CONTAINER SET 3 LOVE HEART ,0.904100,Strong Preference,2,19.500000,27
15376,DOLLY GIRL LUNCH BOX,0.864660,Strong Preference,2,13.650000,27
15376,SPACEBOY LUNCH BOX ,0.828325,Strong Preference,2,9.750000,27
15379,WHITE HANGING HEART T-LIGHT HOLDER,0.945970,Strong Preference,5,177.000000,118
15379,ASSORTED COLOUR BIRD ORNAMENT,0.821802,Strong Preference,4,121.680000,118
15379,TOY TIDY PINK POLKADOT,0.762745,Moderate Preference,4,52.500000,96
15379,JUMBO STORAGE BAG SKULLS,0.687170,Moderate Preference,3,61.100000,79
15379,BAKING SET 9 PIECE RETROSPOT ,0.662049,Moderate Preference,3,44.550000,79
15380,RED DINER WALL CLOCK,0.901412,Strong Preference,1,91.800000,50
15380,HAND OPEN SHAPE DECO.WHITE,0.890000,Strong Preference,1,230.100000,275
15380,SAVOY ART DECO CLOCK,0.799273,Moderate Preference,1,23.700000,50
15380,IVORY REFECTORY CLOCK,0.786382,Moderate Preference,1,19.900000,50
15380,RED REFECTORY CLOCK ,0.786382,Moderate Preference,1,19.900000,50
15381,SET/4 WHITE RETRO STORAGE CUBES ,0.920899,Strong Preference,1,314.550000,123
15381,STRAWBERRY HONEYCOMB  GARLAND ,0.780715,Moderate Preference,1,69.600000,178
15381,WHITE BELL HONEYCOMB PAPER GARLAND ,0.780715,Moderate Preference,1,69.600000,178
15381,DAISIES  HONEYCOMB GARLAND ,0.740333,Moderate Preference,1,39.600000,178
15381,3D HEARTS  HONEYCOMB PAPER GARLAND,0.732363,Moderate Preference,1,35.400000,178
15382,CHILLI LIGHTS,0.944146,Strong Preference,2,69.000000,94
15382,SET 7 BABUSHKA NESTING BOXES,0.942724,Strong Preference,2,68.000000,94
15382,JUMBO BAG DOILEY PATTERNS,0.932308,Strong Preference,2,61.100000,94
15382,TROPICAL  HONEYCOMB PAPER GARLAND ,0.919784,Strong Preference,2,61.200000,120
15382,LUNCH BAG DOILEY PATTERN ,0.911867,Strong Preference,2,49.500000,94
15384,DOLLY GIRL LUNCH BOX,0.960632,Strong Preference,2,46.800000,79
15384,PLASTERS IN TIN SPACEBOY,0.942900,Strong Preference,2,39.600000,79
15384,PACK OF 72 SKULL CAKE CASES,0.900192,Strong Preference,2,26.400000,79
15384,SKULLS AND CROSSBONES WRAP,0.876352,Strong Preference,2,21.000000,79
15384,SPACEBOY GIFT WRAP,0.876352,Strong Preference,2,21.000000,79
15386,MINI PAINT SET VINTAGE ,0.890000,Strong Preference,1,23.400000,96
15386,S/6 WOODEN SKITTLES IN COTTON BAG,0.867103,Strong Preference,1,19.500000,96
15386,FELTCRAFT BUTTERFLY HEARTS,0.852894,Strong Preference,1,17.400000,96
15386,PICTURE DOMINOES,0.852894,Strong Preference,1,17.400000,96
15386,SET OF 12  VINTAGE POSTCARD SET,0.839359,Strong Preference,1,15.600000,96
15388,BOX OF 9 PEBBLE CANDLES,0.890000,Strong Preference,1,23.400000,180
15388,VINTAGE UNION JACK CUSHION COVER,0.869013,Strong Preference,1,19.800000,180
15388,SILVER STANDING GNOME   ,0.850005,Strong Preference,1,17.000000,180
15388,ASSORTED COLOUR BIRD ORNAMENT,0.821758,Strong Preference,1,13.520000,180
15388,PAINTED METAL PEARS ASSORTED,0.821758,Strong Preference,1,13.520000,180
15389,SOMBRERO ,0.890000,Strong Preference,1,500.000000,81
15392,SET OF 3 NOTEBOOKS IN PARCEL,0.890000,Strong Preference,1,39.600000,270
15392,HOT WATER BOTTLE BABUSHKA ,0.883090,Strong Preference,1,37.200000,270
15392,CHRISTMAS GINGHAM HEART,0.861581,Strong Preference,1,30.600000,270
15392,PACK OF 72 RETROSPOT CAKE CASES,0.845409,Strong Preference,1,26.400000,270
15392,3 STRIPEY MICE FELTCRAFT,0.832259,Strong Preference,1,23.400000,270
15393,SET/6 PINK  BUTTERFLY T-LIGHTS,0.890000,Strong Preference,1,25.200000,190
15393,SET/6 PURPLE BUTTERFLY T-LIGHTS,0.890000,Strong Preference,1,25.200000,190
15393,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,0.890000,Strong Preference,1,25.200000,190
15393,COLOUR GLASS T-LIGHT HOLDER HANGING,0.782980,Moderate Preference,1,10.400000,190
15393,HANGING HEART ZINC T-LIGHT HOLDER,0.780704,Moderate Preference,1,10.200000,190
15394,RED RETROSPOT CAKE STAND,0.947463,Strong Preference,2,131.400000,114
15394,JUMBO BAG RED RETROSPOT,0.905857,Strong Preference,2,80.600000,114
15394,JUMBO BAG STRAWBERRY,0.882382,Strong Preference,2,61.100000,114
15394,JUMBO BAG DOLLY GIRL DESIGN,0.880563,Strong Preference,2,59.800000,114
15394,ROSES REGENCY TEACUP AND SAUCER ,0.870526,Strong Preference,2,53.100000,114
15395,ENAMEL FLOWER JUG CREAM,0.890000,Strong Preference,1,17.850000,235
15395,IVORY KITCHEN SCALES,0.883401,Strong Preference,1,17.000000,235
15395,6 EGG HOUSE PAINTED WOOD,0.874382,Strong Preference,1,15.900000,235
15395,BAKING SET 9 PIECE RETROSPOT ,0.865207,Strong Preference,1,14.850000,235
15395,SET OF 3 CAKE TINS PANTRY DESIGN ,0.865207,Strong Preference,1,14.850000,235
15396,VINTAGE UNION JACK BUNTING,0.890000,Strong Preference,1,68.000000,22
15396,FRYING PAN UNION FLAG,0.861942,Strong Preference,1,51.000000,22
15396,ICE CREAM SUNDAE LIP GLOSS,0.810633,Strong Preference,1,30.000000,22
15396,12 MESSAGE CARDS WITH ENVELOPES,0.771051,Moderate Preference,1,19.800000,22
15396,RED RETROSPOT CHILDRENS UMBRELLA,0.769609,Moderate Preference,1,19.500000,22
15397,ENAMEL FLOWER JUG CREAM,0.890000,Strong Preference,1,17.850000,199
15397,ENAMEL MEASURING JUG CREAM,0.883401,Strong Preference,1,17.000000,199
15397,SET OF 6 SPICE TINS PANTRY DESIGN,0.873533,Strong Preference,1,15.800000,199
15397,ENAMEL WASH BOWL CREAM,0.866554,Strong Preference,1,15.000000,199
15397,SET OF 3 CAKE TINS PANTRY DESIGN ,0.865207,Strong Preference,1,14.850000,199
15400,RED METAL BEACH SPADE ,0.950956,Strong Preference,2,85.000000,38
15400,PACK OF 6 SANDCASTLE FLAGS ASSORTED,0.935453,Strong Preference,2,71.400000,38
15400,TEA COSY RED  STRIPE,0.753936,Moderate Preference,1,105.000000,2
15400,BOYS VINTAGE TIN SEASIDE BUCKET,0.703049,Moderate Preference,1,67.200000,23
15400,CLASSIC FRENCH STYLE BASKET GREEN ,0.659840,Moderate Preference,1,63.200000,94
15402,ASSORTED INCENSE PACK,0.935283,Strong Preference,2,90.720000,58
15402,WHITE HANGING HEART T-LIGHT HOLDER,0.895837,Strong Preference,2,59.000000,58
15402,ASSORTED COLOURS SILK FAN,0.880366,Strong Preference,2,49.800000,58
15402,BATH BUILDING BLOCK WORD,0.833707,Strong Preference,2,29.750000,58
15402,HOME BUILDING BLOCK WORD,0.833707,Strong Preference,2,29.750000,58
15405,WELCOME  WOODEN BLOCK LETTERS,0.890000,Strong Preference,1,102.000000,99
15405,VICTORIAN GLASS HANGING T-LIGHT,0.889789,Strong Preference,1,101.760000,99
15405,RECIPE BOX PANTRY YELLOW DESIGN,0.844294,Strong Preference,1,61.200000,99
15405,ENAMEL FIRE BUCKET CREAM,0.810206,Strong Preference,1,41.700000,99
15405,RED METAL BOX TOP SECRET,0.729373,Moderate Preference,1,16.500000,99
15406,PHOTO FRAME 3 CLASSIC HANGING,0.890000,Strong Preference,1,19.900000,210
15406,WHITE LOVEBIRD LANTERN,0.822255,Strong Preference,1,11.800000,210
15406,RECYCLING BAG RETROSPOT ,0.807457,Strong Preference,1,10.500000,210
15406,HANGING HEART ZINC T-LIGHT HOLDER,0.803805,Strong Preference,1,10.200000,210
15406,BLACK+WHITE NECKLACE W TASSEL,0.800686,Strong Preference,1,9.950000,210
15407,LOVE SEAT ANTIQUE WHITE METAL,0.946744,Strong Preference,1,195.000000,93
15407,DOORMAT KEEP CALM AND COME IN,0.863090,Strong Preference,1,67.500000,93
15407,"KEY FOB , BACK DOOR ",0.803022,Strong Preference,1,31.200000,93
15407,ENCHANTED BIRD COATHANGER 5 HOOK,0.794418,Moderate Preference,1,27.900000,93
15407,TOILET SIGN OCCUPIED OR VACANT,0.768705,Moderate Preference,1,19.920000,93
15408,ASSORTED SANSKRIT MINI NOTEBOOK,0.890000,Strong Preference,1,22.500000,174
15408,3 HOOK PHOTO SHELF ANTIQUE WHITE,0.854528,Strong Preference,1,17.000000,174
15408,CHEST OF DRAWERS GINGHAM HEART ,0.854158,Strong Preference,1,16.950000,174
15408,WOODEN SKITTLES GARDEN SET,0.846532,Strong Preference,1,15.950000,174
15408,DOORMAT FANCY FONT HOME SWEET HOME,0.846139,Strong Preference,1,15.900000,174
15410,REGENCY SUGAR TONGS,0.934911,Strong Preference,5,149.400000,8
15410,ROSES REGENCY TEACUP AND SAUCER ,0.827215,Strong Preference,4,123.900000,8
15410,PINK REGENCY TEACUP AND SAUCER,0.802645,Strong Preference,4,88.500000,8
15410,REGENCY TEA PLATE ROSES ,0.794557,Moderate Preference,4,79.200000,8
15410,REGENCY CAKESTAND 3 TIER,0.765010,Moderate Preference,3,191.250000,8
15411,REGENCY CAKESTAND 3 TIER,0.953043,Strong Preference,1,51.000000,34
15411,3 HOOK HANGER MAGIC GARDEN,0.872614,Strong Preference,1,23.400000,34
15411,LOVE GARLAND PAINTED ZINC ,0.855646,Strong Preference,1,19.800000,34
15411,BATH BUILDING BLOCK WORD,0.845182,Strong Preference,1,17.850000,34
15411,NATURAL SLATE HEART CHALKBOARD ,0.844333,Strong Preference,1,17.700000,34
15412,SWEETHEART CAKESTAND 3 TIER,0.890000,Strong Preference,1,102.000000,81
15412,PLACE SETTING WHITE HEART,0.781887,Moderate Preference,1,30.240000,81
15412,HEART OF WICKER LARGE,0.701031,Moderate Preference,1,11.800000,81
15412,LARGE WHITE HEART OF WICKER,0.701031,Moderate Preference,1,11.800000,81
15412,CAKE PLATE LOVEBIRD WHITE,0.686470,Moderate Preference,1,9.900000,81
15414,COFFEE MUG CAT + BIRD DESIGN,0.890000,Strong Preference,1,15.300000,152
15414,RECYCLED ACAPULCO MAT GREEN,0.804750,Strong Preference,1,8.250000,152
15414,BLUE GIANT GARDEN THERMOMETER,0.761732,Moderate Preference,1,5.950000,152
15414,CHILDS GARDEN SPADE BLUE,0.718082,Moderate Preference,1,4.200000,152
15414,RED METAL BEACH SPADE ,0.658509,Moderate Preference,1,2.500000,152
15415,"KEY FOB , GARAGE DESIGN",0.890000,Strong Preference,1,31.200000,223
15415,"KEY FOB , SHED",0.890000,Strong Preference,1,31.200000,223
15415,72 SWEETHEART FAIRY CAKE CASES,0.870473,Strong Preference,1,26.400000,223
15415,5 HOOK HANGER RED MAGIC TOADSTOOL,0.837135,Strong Preference,1,19.800000,223
15415,JUMBO BAG PINK POLKADOT,0.835378,Strong Preference,1,19.500000,223
15416,PAPER CHAIN KIT EMPIRE,0.912396,Strong Preference,2,172.800000,149
15416,ASSORTED COLOUR BIRD ORNAMENT,0.895618,Strong Preference,2,81.120000,64
15416,BLUE HAPPY BIRTHDAY BUNTING,0.855298,Strong Preference,2,49.050000,64
15416,PINK HAPPY BIRTHDAY BUNTING,0.855298,Strong Preference,2,49.050000,64
15416,WOODEN SKITTLES GARDEN SET,0.853093,Strong Preference,2,82.900000,149
15421,DOORMAT NEW ENGLAND,0.933182,Strong Preference,2,63.600000,125
15421,PLEASE ONE PERSON METAL SIGN,0.910150,Strong Preference,2,50.400000,125
15421,JUMBO BAG PINK POLKADOT,0.888105,Strong Preference,2,40.300000,125
15421,JUMBO BAG PINK VINTAGE PAISLEY,0.888105,Strong Preference,2,40.300000,125
15421,JUMBO SHOPPER VINTAGE RED PAISLEY,0.888105,Strong Preference,2,40.300000,125
15422,RED SPOTTY BISCUIT TIN,0.890000,Strong Preference,1,22.500000,233
15422,RED RETROSPOT MUG,0.859604,Strong Preference,1,17.700000,233
15422,FRYING PAN RED RETROSPOT,0.854958,Strong Preference,1,17.000000,232
15422,RED RETROSPOT SUGAR JAM BOWL,0.841330,Strong Preference,1,15.300000,233
15422,MILK PAN RED RETROSPOT,0.839288,Strong Preference,1,15.000000,232
15424,GIRLS ALPHABET IRON ON PATCHES ,0.890000,Strong Preference,1,60.480000,164
15424,JAM MAKING SET WITH JARS,0.860420,Strong Preference,1,45.000000,164
15424,BLOSSOM  IMAGES NOTEBOOK SET,0.820176,Strong Preference,1,30.000000,164
15424,CURIOUS  IMAGES NOTEBOOK SET,0.820176,Strong Preference,1,30.000000,164
15424,FRAPPUCINO SCARF KNITTING KIT,0.820176,Strong Preference,1,30.000000,164
15426,BLACK RECORD COVER FRAME,0.930502,Strong Preference,2,126.360000,166
15426,HOME BUILDING BLOCK WORD,0.807359,Strong Preference,2,29.750000,166
15426,ENAMEL FLOWER JUG CREAM,0.764954,Moderate Preference,2,17.850000,166
15426,PORCELAIN ROSE SMALL,0.732089,Moderate Preference,2,11.900000,166
15426,GAOLERS KEYS DECORATIVE GARDEN ,0.727609,Moderate Preference,2,11.250000,166
15433,LUNCH BAG PINK POLKADOT,0.920508,Strong Preference,2,33.000000,123
15433,LUNCH BAG DOILEY PATTERN ,0.606405,Moderate Preference,1,16.500000,123
15433,LUNCH BAG SUKI DESIGN ,0.606405,Moderate Preference,1,16.500000,123
15433,LUNCH BAG VINTAGE LEAF DESIGN,0.606405,Moderate Preference,1,16.500000,123
15433,PINK VINTAGE PAISLEY PICNIC BAG,0.606405,Moderate Preference,1,16.500000,123
15434,GROW A FLYTRAP OR SUNFLOWER IN TIN,0.890000,Strong Preference,1,60.000000,110
15434,ICE CREAM PEN LIP GLOSS ,0.890000,Strong Preference,1,60.000000,110
15434,ICE CREAM SUNDAE LIP GLOSS,0.890000,Strong Preference,1,60.000000,110
15434,HOT WATER BOTTLE KEEP CALM,0.865530,Strong Preference,1,19.800000,16
15434,HOT WATER BOTTLE I AM SO POORLY,0.859459,Strong Preference,1,18.600000,16
15436,MOTHER'S KITCHEN SPOON REST ,0.890000,Strong Preference,1,22.500000,143
15436,6 EGG HOUSE PAINTED WOOD,0.846139,Strong Preference,1,15.900000,143
15436,VINTAGE UNION JACK APRON,0.829383,Strong Preference,1,13.900000,143
15436,BLUE GIANT GARDEN THERMOMETER,0.810208,Strong Preference,1,11.900000,143
15436,IVORY GIANT GARDEN THERMOMETER,0.810208,Strong Preference,1,11.900000,143
15437,FAIRY CAKE FLANNEL ASSORTED COLOUR,0.890000,Strong Preference,1,22.950000,172
15437,VINTAGE UNION JACK APRON,0.827236,Strong Preference,1,13.900000,172
15437,IVORY GIANT GARDEN THERMOMETER,0.808176,Strong Preference,1,11.900000,172
15437,JAM MAKING SET WITH JARS,0.767718,Moderate Preference,1,8.500000,172
15437,SET 7 BABUSHKA NESTING BOXES,0.767718,Moderate Preference,1,8.500000,172
15438,HOMEMADE JAM SCENTED CANDLES,0.890000,Strong Preference,1,17.400000,41
15438,WOOD 2 DRAWER CABINET WHITE FINISH,0.859572,Strong Preference,1,13.900000,41
15438,PHOTO FRAME CORNICE,0.837664,Strong Preference,1,11.800000,41
15438,RED RETROSPOT CAKE STAND,0.827755,Strong Preference,1,10.950000,41
15438,RETROSPOT LARGE MILK JUG,0.814492,Strong Preference,1,9.900000,41
15440,SET 7 BABUSHKA NESTING BOXES,0.951017,Strong Preference,2,59.500000,46
15440,36 PENCILS TUBE RED RETROSPOT,0.911187,Strong Preference,2,40.000000,46
15440,SET OF 6 SOLDIER SKITTLES,0.854209,Strong Preference,2,22.500000,46
15440,BINGO SET,0.814855,Strong Preference,2,15.000000,46
15440,SMALL RED BABUSHKA NOTEBOOK ,0.761488,Moderate Preference,2,8.500000,46
15442,EDWARDIAN PARASOL NATURAL,0.890000,Strong Preference,1,297.000000,158
15442,EDWARDIAN PARASOL PINK,0.890000,Strong Preference,1,297.000000,158
15443,LAUNDRY 15C METAL SIGN,0.826273,Strong Preference,2,10.150000,19
15443,HEART WREATH DECORATION WITH BELL,0.746739,Moderate Preference,1,45.000000,19
15443,RED ROCKING HORSE HAND PAINTED,0.703446,Moderate Preference,1,30.000000,19
15443,ZINC HEARTS PLANT POT HOLDER,0.675917,Moderate Preference,1,23.120000,19
15443,STAR T-LIGHT HOLDER WILLIE WINKIE,0.659672,Moderate Preference,1,19.800000,19
15445,ASSORTED EASTER DECORATIONS  BELLS,0.890000,Strong Preference,1,30.000000,174
15445,REGENCY CAKESTAND 3 TIER,0.870817,Strong Preference,1,25.500000,174
15445,ASSORTED EASTER GIFT TAGS,0.844674,Strong Preference,1,20.400000,174
15445,WHITE WOOD GARDEN PLANT LADDER,0.841782,Strong Preference,1,19.900000,174
