CustomerID,churn_probability,churn_prediction,threshold,churn_risk,predicted_revenue,revenue_segment,customer_segment
15372,0.494505,1,0.442809,Medium Risk,0.000000,Low Value,Standard Customer
15373,0.131914,0,0.442809,Low Risk,1130.030000,Medium Value,Standard Customer
15374,0.570223,1,0.442809,Medium Risk,130.650000,Low Value,Standard Customer
15376,0.303556,0,0.442809,Low Risk,282.470000,Low Value,Standard Customer
15379,0.186899,0,0.442809,Low Risk,1652.720000,Medium Value,Standard Customer
15380,0.422539,0,0.442809,Medium Risk,348.220000,Low Value,Standard Customer
15381,0.611478,1,0.442809,Medium Risk,406.410000,Low Value,Standard Customer
15382,0.168157,0,0.442809,Low Risk,726.220000,Medium Value,Standard Customer
15384,0.361553,0,0.442809,Medium Risk,181.370000,Low Value,Standard Customer
15386,0.562712,1,0.442809,Medium Risk,0.000000,Low Value,Standard Customer
15388,0.706968,1,0.442809,High Risk,172.090000,Low Value,At-Risk Customer
15389,0.643460,1,0.442809,Medium Risk,0.000000,Low Value,Standard Customer
15392,0.642149,1,0.442809,Medium Risk,110.470000,Low Value,Standard Customer
15393,0.700158,1,0.442809,High Risk,169.670000,Low Value,At-Risk Customer
15394,0.403245,0,0.442809,Medium Risk,577.960000,Medium Value,Standard Customer
15395,0.757260,1,0.442809,High Risk,230.770000,Low Value,At-Risk Customer
15396,0.493692,1,0.442809,Medium Risk,131.870000,Low Value,Standard Customer
15397,0.744239,1,0.442809,High Risk,222.730000,Low Value,At-Risk Customer
15400,0.324199,0,0.442809,Low Risk,421.020000,Low Value,Standard Customer
15402,0.446352,1,0.442809,Medium Risk,20.820000,Low Value,Standard Customer
15405,0.636846,1,0.442809,Medium Risk,103.110000,Low Value,Standard Customer
15406,0.666442,1,0.442809,High Risk,130.860000,Low Value,At-Risk Customer
15407,0.322083,0,0.442809,Low Risk,424.620000,Low Value,Standard Customer
15408,0.647772,1,0.442809,Medium Risk,149.570000,Low Value,Standard Customer
15410,0.157836,0,0.442809,Low Risk,2075.790000,High Value,Loyal High-Value Customer
15411,0.380629,0,0.442809,Medium Risk,273.410000,Low Value,Standard Customer
15412,0.605075,1,0.442809,Medium Risk,146.410000,Low Value,Standard Customer
15414,0.689593,1,0.442809,High Risk,217.260000,Low Value,At-Risk Customer
15415,0.710541,1,0.442809,High Risk,0.000000,Low Value,At-Risk Customer
15416,0.187285,0,0.442809,Low Risk,1333.360000,Medium Value,Standard Customer
15421,0.389733,0,0.442809,Medium Risk,414.420000,Low Value,Standard Customer
15422,0.720001,1,0.442809,High Risk,241.730000,Low Value,At-Risk Customer
15424,0.623604,1,0.442809,Medium Risk,15.360000,Low Value,Standard Customer
15426,0.309605,0,0.442809,Low Risk,392.440000,Low Value,Standard Customer
15433,0.414396,0,0.442809,Medium Risk,88.490000,Low Value,Standard Customer
15434,0.284304,0,0.442809,Low Risk,217.840000,Low Value,Standard Customer
15436,0.380944,0,0.442809,Medium Risk,0.000000,Low Value,Standard Customer
15437,0.619091,1,0.442809,Medium Risk,155.220000,Low Value,Standard Customer
15438,0.539882,1,0.442809,Medium Risk,160.410000,Low Value,Standard Customer
15440,0.397137,0,0.442809,Medium Risk,213.760000,Low Value,Standard Customer
15442,0.740331,1,0.442809,High Risk,188.250000,Low Value,At-Risk Customer
15443,0.316994,0,0.442809,Low Risk,263.970000,Low Value,Standard Customer
15445,0.681398,1,0.442809,High Risk,194.210000,Low Value,At-Risk Customer
15447,0.752212,1,0.442809,High Risk,185.540000,Low Value,At-Risk Customer
15448,0.740940,1,0.442809,High Risk,90.500000,Low Value,At-Risk Customer
15449,0.369653,0,0.442809,Medium Risk,250.320000,Low Value,Standard Customer
15452,0.605586,1,0.442809,Medium Risk,124.430000,Low Value,Standard Customer
15453,0.183422,0,0.442809,Low Risk,371.790000,Low Value,Standard Customer
15454,0.746021,1,0.442809,High Risk,180.720000,Low Value,At-Risk Customer
15456,0.551909,1,0.442809,Medium Risk,6.560000,Low Value,Standard Customer
15457,0.639889,1,0.442809,Medium Risk,111.130000,Low Value,Standard Customer
15460,0.703752,1,0.442809,High Risk,142.560000,Low Value,At-Risk Customer
15462,0.340465,0,0.442809,Low Risk,201.610000,Low Value,Standard Customer
15464,0.600902,1,0.442809,Medium Risk,0.000000,Low Value,Standard Customer
15465,0.094111,0,0.442809,Low Risk,4760.680000,High Value,Loyal High-Value Customer
15467,0.379009,0,0.442809,Medium Risk,220.270000,Low Value,Standard Customer
15468,0.720122,1,0.442809,High Risk,245.090000,Low Value,At-Risk Customer
15469,0.401474,0,0.442809,Medium Risk,244.830000,Low Value,Standard Customer
15472,0.418281,0,0.442809,Medium Risk,0.000000,Low Value,Standard Customer
15480,0.447165,1,0.442809,Medium Risk,28.770000,Low Value,Standard Customer
15482,0.289684,0,0.442809,Low Risk,1322.310000,Medium Value,Standard Customer
15483,0.404143,0,0.442809,Medium Risk,71.320000,Low Value,Standard Customer
15485,0.633285,1,0.442809,Medium Risk,478.860000,Low Value,Standard Customer
15488,0.526742,1,0.442809,Medium Risk,157.300000,Low Value,Standard Customer
15489,0.609263,1,0.442809,Medium Risk,75.540000,Low Value,Standard Customer
15491,0.182679,0,0.442809,Low Risk,1617.780000,Medium Value,Standard Customer
15493,0.212319,0,0.442809,Low Risk,860.420000,Medium Value,Standard Customer
15494,0.274462,0,0.442809,Low Risk,0.000000,Low Value,Standard Customer
15497,0.581813,1,0.442809,Medium Risk,375.160000,Low Value,Standard Customer
15498,0.083541,0,0.442809,Low Risk,4836.780000,High Value,Loyal High-Value Customer
15502,0.093413,0,0.442809,Low Risk,0.000000,Low Value,Standard Customer
15503,0.717385,1,0.442809,High Risk,152.880000,Low Value,At-Risk Customer
15505,0.271041,0,0.442809,Low Risk,950.030000,Medium Value,Standard Customer
15506,0.430590,0,0.442809,Medium Risk,88.280000,Low Value,Standard Customer
15507,0.534399,1,0.442809,Medium Risk,107.700000,Low Value,Standard Customer
15508,0.280600,0,0.442809,Low Risk,617.670000,Medium Value,Standard Customer
15510,0.767458,1,0.442809,High Risk,258.220000,Low Value,At-Risk Customer
15512,0.592832,1,0.442809,Medium Risk,206.390000,Low Value,Standard Customer
15513,0.084834,0,0.442809,Low Risk,7676.380000,High Value,Loyal High-Value Customer
15514,0.183776,0,0.442809,Low Risk,707.940000,Medium Value,Standard Customer
15517,0.647356,1,0.442809,Medium Risk,17.620000,Low Value,Standard Customer
15518,0.101746,0,0.442809,Low Risk,613.710000,Medium Value,Standard Customer
15521,0.104385,0,0.442809,Low Risk,830.760000,Medium Value,Standard Customer
15525,0.656410,1,0.442809,High Risk,149.680000,Low Value,At-Risk Customer
15527,0.195833,0,0.442809,Low Risk,846.000000,Medium Value,Standard Customer
15528,0.657239,1,0.442809,High Risk,139.240000,Low Value,At-Risk Customer
15529,0.096687,0,0.442809,Low Risk,596.070000,Medium Value,Standard Customer
15530,0.274041,0,0.442809,Low Risk,474.770000,Low Value,Standard Customer
15532,0.162981,0,0.442809,Low Risk,719.580000,Medium Value,Standard Customer
15535,0.277708,0,0.442809,Low Risk,371.240000,Low Value,Standard Customer
15537,0.574652,1,0.442809,Medium Risk,183.850000,Low Value,Standard Customer
15541,0.545329,1,0.442809,Medium Risk,156.030000,Low Value,Standard Customer
15543,0.678570,1,0.442809,High Risk,162.740000,Low Value,At-Risk Customer
15544,0.116013,0,0.442809,Low Risk,955.070000,Medium Value,Standard Customer
15545,0.649435,1,0.442809,Medium Risk,180.010000,Low Value,Standard Customer
15547,0.097727,0,0.442809,Low Risk,1101.570000,Medium Value,Standard Customer
15549,0.247127,0,0.442809,Low Risk,778.390000,Medium Value,Standard Customer
15550,0.305590,0,0.442809,Low Risk,267.670000,Low Value,Standard Customer
15552,0.635925,1,0.442809,Medium Risk,174.160000,Low Value,Standard Customer
15554,0.691196,1,0.442809,High Risk,186.050000,Low Value,At-Risk Customer
15555,0.087732,0,0.442809,Low Risk,715.390000,Medium Value,Standard Customer
15561,0.280040,0,0.442809,Low Risk,366.100000,Low Value,Standard Customer
15562,0.761040,1,0.442809,High Risk,226.100000,Low Value,At-Risk Customer
15563,0.378231,0,0.442809,Medium Risk,39.750000,Low Value,Standard Customer
15569,0.284210,0,0.442809,Low Risk,789.100000,Medium Value,Standard Customer
15570,0.102553,0,0.442809,Low Risk,1679.810000,Medium Value,Standard Customer
15572,0.186315,0,0.442809,Low Risk,806.820000,Medium Value,Standard Customer
15574,0.278816,0,0.442809,Low Risk,363.100000,Low Value,Standard Customer
15577,0.460873,1,0.442809,Medium Risk,262.990000,Low Value,Standard Customer
15578,0.585076,1,0.442809,Medium Risk,177.320000,Low Value,Standard Customer
15579,0.656327,1,0.442809,High Risk,194.390000,Low Value,At-Risk Customer
15581,0.174523,0,0.442809,Low Risk,2944.840000,High Value,Loyal High-Value Customer
15582,0.349332,0,0.442809,Low Risk,170.960000,Low Value,Standard Customer
15584,0.474535,1,0.442809,Medium Risk,164.170000,Low Value,Standard Customer
15585,0.515069,1,0.442809,Medium Risk,1.370000,Low Value,Standard Customer
15587,0.443369,1,0.442809,Medium Risk,331.980000,Low Value,Standard Customer
15589,0.538523,1,0.442809,Medium Risk,336.390000,Low Value,Standard Customer
15590,0.756178,1,0.442809,High Risk,231.700000,Low Value,At-Risk Customer
15594,0.291356,0,0.442809,Low Risk,361.420000,Low Value,Standard Customer
15596,0.186069,0,0.442809,Low Risk,858.280000,Medium Value,Standard Customer
15599,0.546959,1,0.442809,Medium Risk,0.000000,Low Value,Standard Customer
15601,0.089737,0,0.442809,Low Risk,2324.090000,High Value,Loyal High-Value Customer
15602,0.165717,0,0.442809,Low Risk,160.300000,Low Value,Standard Customer
15605,0.426310,0,0.442809,Medium Risk,463.570000,Low Value,Standard Customer
15606,0.145787,0,0.442809,Low Risk,1721.270000,Medium Value,Standard Customer
15607,0.723944,1,0.442809,High Risk,96.370000,Low Value,At-Risk Customer
15608,0.464238,1,0.442809,Medium Risk,53.200000,Low Value,Standard Customer
15609,0.533393,1,0.442809,Medium Risk,231.860000,Low Value,Standard Customer
15611,0.158791,0,0.442809,Low Risk,711.030000,Medium Value,Standard Customer
15615,0.084003,0,0.442809,Low Risk,4193.950000,High Value,Loyal High-Value Customer
15618,0.294588,0,0.442809,Low Risk,292.540000,Low Value,Standard Customer
15620,0.263074,0,0.442809,Low Risk,375.710000,Low Value,Standard Customer
15622,0.124786,0,0.442809,Low Risk,1422.950000,Medium Value,Standard Customer
15623,0.532561,1,0.442809,Medium Risk,131.200000,Low Value,Standard Customer
15624,0.326199,0,0.442809,Low Risk,339.750000,Low Value,Standard Customer
15625,0.194305,0,0.442809,Low Risk,575.620000,Medium Value,Standard Customer
15626,0.686026,1,0.442809,High Risk,25.830000,Low Value,At-Risk Customer
15628,0.166938,0,0.442809,Low Risk,732.120000,Medium Value,Standard Customer
15630,0.510010,1,0.442809,Medium Risk,202.830000,Low Value,Standard Customer
15632,0.136873,0,0.442809,Low Risk,1198.030000,Medium Value,Standard Customer
15636,0.697190,1,0.442809,High Risk,192.980000,Low Value,At-Risk Customer
15638,0.763618,1,0.442809,High Risk,263.880000,Low Value,At-Risk Customer
15639,0.506095,1,0.442809,Medium Risk,0.000000,Low Value,Standard Customer
15640,0.087611,0,0.442809,Low Risk,4848.300000,High Value,Loyal High-Value Customer
15641,0.174414,0,0.442809,Low Risk,456.540000,Low Value,Standard Customer
15643,0.302749,0,0.442809,Low Risk,484.740000,Low Value,Standard Customer
15644,0.222765,0,0.442809,Low Risk,274.410000,Low Value,Standard Customer
15646,0.382379,0,0.442809,Medium Risk,187.520000,Low Value,Standard Customer
15648,0.478817,1,0.442809,Medium Risk,466.530000,Low Value,Standard Customer
15649,0.749048,1,0.442809,High Risk,538.190000,Medium Value,At-Risk Customer
15651,0.636665,1,0.442809,Medium Risk,66.340000,Low Value,Standard Customer
15652,0.480632,1,0.442809,Medium Risk,66.040000,Low Value,Standard Customer
15653,0.459496,1,0.442809,Medium Risk,0.000000,Low Value,Standard Customer
15655,0.550197,1,0.442809,Medium Risk,236.550000,Low Value,Standard Customer
15656,0.366760,0,0.442809,Medium Risk,409.210000,Low Value,Standard Customer
15658,0.309161,0,0.442809,Low Risk,756.250000,Medium Value,Standard Customer
15660,0.146393,0,0.442809,Low Risk,390.450000,Low Value,Standard Customer
15661,0.711954,1,0.442809,High Risk,219.990000,Low Value,At-Risk Customer
15663,0.491625,1,0.442809,Medium Risk,134.300000,Low Value,Standard Customer
15664,0.671835,1,0.442809,High Risk,252.520000,Low Value,At-Risk Customer
15665,0.349595,0,0.442809,Low Risk,188.670000,Low Value,Standard Customer
15668,0.710338,1,0.442809,High Risk,177.140000,Low Value,At-Risk Customer
15669,0.274976,0,0.442809,Low Risk,381.600000,Low Value,Standard Customer
15670,0.710111,1,0.442809,High Risk,175.040000,Low Value,At-Risk Customer
15671,0.141613,0,0.442809,Low Risk,979.990000,Medium Value,Standard Customer
15673,0.237040,0,0.442809,Low Risk,859.140000,Medium Value,Standard Customer
15674,0.249407,0,0.442809,Low Risk,374.330000,Low Value,Standard Customer
15675,0.472072,1,0.442809,Medium Risk,0.000000,Low Value,Standard Customer
15676,0.378857,0,0.442809,Medium Risk,251.390000,Low Value,Standard Customer
15679,0.436838,0,0.442809,Medium Risk,41.080000,Low Value,Standard Customer
15680,0.673909,1,0.442809,High Risk,25.920000,Low Value,At-Risk Customer
15681,0.433207,0,0.442809,Medium Risk,343.450000,Low Value,Standard Customer
15683,0.542629,1,0.442809,Medium Risk,121.920000,Low Value,Standard Customer
15687,0.173383,0,0.442809,Low Risk,1072.900000,Medium Value,Standard Customer
15689,0.486890,1,0.442809,Medium Risk,262.690000,Low Value,Standard Customer
15690,0.440035,0,0.442809,Medium Risk,62.510000,Low Value,Standard Customer
15691,0.702538,1,0.442809,High Risk,186.620000,Low Value,At-Risk Customer
15694,0.149135,0,0.442809,Low Risk,2547.630000,High Value,Loyal High-Value Customer
15695,0.656341,1,0.442809,High Risk,270.630000,Low Value,At-Risk Customer
15696,0.147124,0,0.442809,Low Risk,921.520000,Medium Value,Standard Customer
15700,0.301539,0,0.442809,Low Risk,350.490000,Low Value,Standard Customer
15701,0.342708,0,0.442809,Low Risk,0.000000,Low Value,Standard Customer
15703,0.685334,1,0.442809,High Risk,196.320000,Low Value,At-Risk Customer
15704,0.264479,0,0.442809,Low Risk,1181.830000,Medium Value,Standard Customer
15705,0.635018,1,0.442809,Medium Risk,183.100000,Low Value,Standard Customer
15706,0.353143,0,0.442809,Medium Risk,299.450000,Low Value,Standard Customer
15708,0.112572,0,0.442809,Low Risk,1716.820000,Medium Value,Standard Customer
15709,0.712938,1,0.442809,High Risk,153.290000,Low Value,At-Risk Customer
15712,0.293027,0,0.442809,Low Risk,425.170000,Low Value,Standard Customer
15713,0.423856,0,0.442809,Medium Risk,298.730000,Low Value,Standard Customer
15716,0.241790,0,0.442809,Low Risk,432.760000,Low Value,Standard Customer
15717,0.688114,1,0.442809,High Risk,182.370000,Low Value,At-Risk Customer
15719,0.087198,0,0.442809,Low Risk,2111.290000,High Value,Loyal High-Value Customer
15722,0.246022,0,0.442809,Low Risk,800.660000,Medium Value,Standard Customer
15723,0.717098,1,0.442809,High Risk,171.220000,Low Value,At-Risk Customer
15724,0.575249,1,0.442809,Medium Risk,271.710000,Low Value,Standard Customer
15727,0.111344,0,0.442809,Low Risk,2121.250000,High Value,Loyal High-Value Customer
15729,0.628381,1,0.442809,Medium Risk,212.890000,Low Value,Standard Customer
15730,0.293771,0,0.442809,Low Risk,330.950000,Low Value,Standard Customer
15732,0.576622,1,0.442809,Medium Risk,202.670000,Low Value,Standard Customer
15733,0.691337,1,0.442809,High Risk,194.130000,Low Value,At-Risk Customer
15734,0.475296,1,0.442809,Medium Risk,666.690000,Medium Value,Standard Customer
15737,0.164496,0,0.442809,Low Risk,481.110000,Low Value,Standard Customer
15738,0.092127,0,0.442809,Low Risk,1930.930000,Medium Value,Standard Customer
15743,0.360766,0,0.442809,Medium Risk,318.980000,Low Value,Standard Customer
15745,0.634569,1,0.442809,Medium Risk,145.720000,Low Value,Standard Customer
15746,0.518307,1,0.442809,Medium Risk,177.110000,Low Value,Standard Customer
15747,0.381787,0,0.442809,Medium Risk,264.850000,Low Value,Standard Customer
15749,0.346859,0,0.442809,Low Risk,10888.360000,High Value,Loyal High-Value Customer
15750,0.166693,0,0.442809,Low Risk,215.500000,Low Value,Standard Customer
15752,0.105563,0,0.442809,Low Risk,614.150000,Medium Value,Standard Customer
15753,0.733174,1,0.442809,High Risk,139.910000,Low Value,At-Risk Customer
15754,0.686812,1,0.442809,High Risk,204.490000,Low Value,At-Risk Customer
15755,0.254571,0,0.442809,Low Risk,490.480000,Low Value,Standard Customer
15756,0.238464,0,0.442809,Low Risk,221.680000,Low Value,Standard Customer
15757,0.622666,1,0.442809,Medium Risk,112.670000,Low Value,Standard Customer
15759,0.606350,1,0.442809,Medium Risk,316.740000,Low Value,Standard Customer
15764,0.124065,0,0.442809,Low Risk,1435.220000,Medium Value,Standard Customer
15768,0.335118,0,0.442809,Low Risk,416.990000,Low Value,Standard Customer
15769,0.084796,0,0.442809,Low Risk,25265.740000,High Value,Loyal High-Value Customer
15775,0.695264,1,0.442809,High Risk,181.900000,Low Value,At-Risk Customer
15776,0.527853,1,0.442809,Medium Risk,116.960000,Low Value,Standard Customer
15777,0.451832,1,0.442809,Medium Risk,725.540000,Medium Value,Standard Customer
15780,0.425895,0,0.442809,Medium Risk,340.310000,Low Value,Standard Customer
15781,0.415896,0,0.442809,Medium Risk,257.680000,Low Value,Standard Customer
15785,0.197248,0,0.442809,Low Risk,810.020000,Medium Value,Standard Customer
15786,0.164084,0,0.442809,Low Risk,157.730000,Low Value,Standard Customer
15789,0.750568,1,0.442809,High Risk,0.000000,Low Value,At-Risk Customer
15791,0.438114,0,0.442809,Medium Risk,436.890000,Low Value,Standard Customer
15793,0.659483,1,0.442809,High Risk,116.730000,Low Value,At-Risk Customer
15795,0.489226,1,0.442809,Medium Risk,0.000000,Low Value,Standard Customer
15796,0.161873,0,0.442809,Low Risk,1035.870000,Medium Value,Standard Customer
15797,0.291350,0,0.442809,Low Risk,1274.660000,Medium Value,Standard Customer
15799,0.398912,0,0.442809,Medium Risk,53.960000,Low Value,Standard Customer
15800,0.325707,0,0.442809,Low Risk,245.510000,Low Value,Standard Customer
15801,0.467465,1,0.442809,Medium Risk,160.220000,Low Value,Standard Customer
15802,0.539838,1,0.442809,Medium Risk,0.000000,Low Value,Standard Customer
15804,0.117147,0,0.442809,Low Risk,987.070000,Medium Value,Standard Customer
15805,0.092371,0,0.442809,Low Risk,1635.650000,Medium Value,Standard Customer
15806,0.428021,0,0.442809,Medium Risk,175.700000,Low Value,Standard Customer
15808,0.369969,0,0.442809,Medium Risk,2230.460000,High Value,Standard Customer
15809,0.371852,0,0.442809,Medium Risk,276.920000,Low Value,Standard Customer
15810,0.230449,0,0.442809,Low Risk,571.680000,Medium Value,Standard Customer
15811,0.147850,0,0.442809,Low Risk,1033.800000,Medium Value,Standard Customer
15812,0.239378,0,0.442809,Low Risk,959.620000,Medium Value,Standard Customer
15813,0.517095,1,0.442809,Medium Risk,467.420000,Low Value,Standard Customer
15815,0.239221,0,0.442809,Low Risk,547.450000,Medium Value,Standard Customer
15819,0.231096,0,0.442809,Low Risk,430.010000,Low Value,Standard Customer
15820,0.713540,1,0.442809,High Risk,151.160000,Low Value,At-Risk Customer
15822,0.756551,1,0.442809,High Risk,154.010000,Low Value,At-Risk Customer
15823,0.740971,1,0.442809,High Risk,0.000000,Low Value,At-Risk Customer
15825,0.603905,1,0.442809,Medium Risk,86.460000,Low Value,Standard Customer
15826,0.524853,1,0.442809,Medium Risk,0.000000,Low Value,Standard Customer
15827,0.092332,0,0.442809,Low Risk,668.110000,Medium Value,Standard Customer
15829,0.378899,0,0.442809,Medium Risk,0.000000,Low Value,Standard Customer
15831,0.302684,0,0.442809,Low Risk,0.000000,Low Value,Standard Customer
15832,0.633539,1,0.442809,Medium Risk,0.000000,Low Value,Standard Customer
15834,0.153714,0,0.442809,Low Risk,898.240000,Medium Value,Standard Customer
15835,0.332149,0,0.442809,Low Risk,391.530000,Low Value,Standard Customer
15838,0.129392,0,0.442809,Low Risk,14245.320000,High Value,Loyal High-Value Customer
15839,0.504051,1,0.442809,Medium Risk,54.230000,Low Value,Standard Customer
15840,0.478186,1,0.442809,Medium Risk,130.660000,Low Value,Standard Customer
15841,0.423510,0,0.442809,Medium Risk,343.480000,Low Value,Standard Customer
15843,0.735000,1,0.442809,High Risk,220.360000,Low Value,At-Risk Customer
15845,0.139533,0,0.442809,Low Risk,1270.760000,Medium Value,Standard Customer
15847,0.699679,1,0.442809,High Risk,0.000000,Low Value,At-Risk Customer
15850,0.456553,1,0.442809,Medium Risk,20.860000,Low Value,Standard Customer
15852,0.587235,1,0.442809,Medium Risk,235.710000,Low Value,Standard Customer
15854,0.130979,0,0.442809,Low Risk,1684.790000,Medium Value,Standard Customer
15855,0.259420,0,0.442809,Low Risk,348.980000,Low Value,Standard Customer
15856,0.083669,0,0.442809,Low Risk,5456.570000,High Value,Loyal High-Value Customer
15858,0.393780,0,0.442809,Medium Risk,82.250000,Low Value,Standard Customer
15860,0.153587,0,0.442809,Low Risk,459.870000,Low Value,Standard Customer
15861,0.175864,0,0.442809,Low Risk,219.530000,Low Value,Standard Customer
15862,0.212256,0,0.442809,Low Risk,206.720000,Low Value,Standard Customer
15863,0.570423,1,0.442809,Medium Risk,216.750000,Low Value,Standard Customer
15864,0.261452,0,0.442809,Low Risk,491.910000,Low Value,Standard Customer
15865,0.602696,1,0.442809,Medium Risk,108.410000,Low Value,Standard Customer
15866,0.450068,1,0.442809,Medium Risk,99.930000,Low Value,Standard Customer
15867,0.091239,0,0.442809,Low Risk,1542.530000,Medium Value,Standard Customer
15869,0.672195,1,0.442809,High Risk,160.640000,Low Value,At-Risk Customer
15874,0.156409,0,0.442809,Low Risk,1234.620000,Medium Value,Standard Customer
15880,0.634964,1,0.442809,Medium Risk,193.230000,Low Value,Standard Customer
15881,0.455038,1,0.442809,Medium Risk,333.560000,Low Value,Standard Customer
15882,0.439910,0,0.442809,Medium Risk,348.880000,Low Value,Standard Customer
15885,0.362896,0,0.442809,Medium Risk,341.030000,Low Value,Standard Customer
15889,0.393590,0,0.442809,Medium Risk,227.010000,Low Value,Standard Customer
15891,0.542534,1,0.442809,Medium Risk,0.000000,Low Value,Standard Customer
15894,0.565839,1,0.442809,Medium Risk,208.090000,Low Value,Standard Customer
15895,0.578007,1,0.442809,Medium Risk,151.210000,Low Value,Standard Customer
15897,0.558771,1,0.442809,Medium Risk,124.000000,Low Value,Standard Customer
15898,0.277868,0,0.442809,Low Risk,631.320000,Medium Value,Standard Customer
15899,0.780525,1,0.442809,High Risk,220.180000,Low Value,At-Risk Customer
15901,0.478765,1,0.442809,Medium Risk,54.780000,Low Value,Standard Customer
15903,0.438633,0,0.442809,Medium Risk,148.780000,Low Value,Standard Customer
15906,0.228611,0,0.442809,Low Risk,551.070000,Medium Value,Standard Customer
15907,0.320860,0,0.442809,Low Risk,236.050000,Low Value,Standard Customer
15909,0.616988,1,0.442809,Medium Risk,156.290000,Low Value,Standard Customer
15910,0.158006,0,0.442809,Low Risk,207.430000,Low Value,Standard Customer
15912,0.522040,1,0.442809,Medium Risk,197.500000,Low Value,Standard Customer
15916,0.223860,0,0.442809,Low Risk,512.840000,Medium Value,Standard Customer
15917,0.682858,1,0.442809,High Risk,198.160000,Low Value,At-Risk Customer
15918,0.516618,1,0.442809,Medium Risk,249.790000,Low Value,Standard Customer
15919,0.652922,1,0.442809,High Risk,66.520000,Low Value,At-Risk Customer
15920,0.449257,1,0.442809,Medium Risk,173.000000,Low Value,Standard Customer
15921,0.591060,1,0.442809,Medium Risk,105.980000,Low Value,Standard Customer
15922,0.713184,1,0.442809,High Risk,323.920000,Low Value,At-Risk Customer
15923,0.723687,1,0.442809,High Risk,154.200000,Low Value,At-Risk Customer
15925,0.636056,1,0.442809,Medium Risk,160.390000,Low Value,Standard Customer
15932,0.131455,0,0.442809,Low Risk,648.580000,Medium Value,Standard Customer
15935,0.652339,1,0.442809,High Risk,346.880000,Low Value,At-Risk Customer
15938,0.355956,0,0.442809,Medium Risk,285.240000,Low Value,Standard Customer
15939,0.091642,0,0.442809,Low Risk,2329.080000,High Value,Loyal High-Value Customer
15940,0.706049,1,0.442809,High Risk,231.150000,Low Value,At-Risk Customer
15942,0.539925,1,0.442809,Medium Risk,61.060000,Low Value,Standard Customer
15944,0.736193,1,0.442809,High Risk,217.770000,Low Value,At-Risk Customer
15945,0.748460,1,0.442809,High Risk,221.970000,Low Value,At-Risk Customer
15950,0.318940,0,0.442809,Low Risk,424.960000,Low Value,Standard Customer
15951,0.708454,1,0.442809,High Risk,122.640000,Low Value,At-Risk Customer
15952,0.472484,1,0.442809,Medium Risk,254.040000,Low Value,Standard Customer
15953,0.307078,0,0.442809,Low Risk,477.670000,Low Value,Standard Customer
15955,0.125051,0,0.442809,Low Risk,1482.870000,Medium Value,Standard Customer
15965,0.702764,1,0.442809,High Risk,193.700000,Low Value,At-Risk Customer
15967,0.627838,1,0.442809,Medium Risk,183.370000,Low Value,Standard Customer
15969,0.574549,1,0.442809,Medium Risk,203.360000,Low Value,Standard Customer
15970,0.734052,1,0.442809,High Risk,170.390000,Low Value,At-Risk Customer
15971,0.175518,0,0.442809,Low Risk,1322.020000,Medium Value,Standard Customer
15973,0.614504,1,0.442809,Medium Risk,191.380000,Low Value,Standard Customer
15974,0.117866,0,0.442809,Low Risk,1256.190000,Medium Value,Standard Customer
15976,0.403886,0,0.442809,Medium Risk,172.450000,Low Value,Standard Customer
15980,0.640407,1,0.442809,Medium Risk,0.000000,Low Value,Standard Customer
15981,0.183448,0,0.442809,Low Risk,1314.470000,Medium Value,Standard Customer
15983,0.478534,1,0.442809,Medium Risk,484.720000,Low Value,Standard Customer
15984,0.121662,0,0.442809,Low Risk,922.930000,Medium Value,Standard Customer
15985,0.396917,0,0.442809,Medium Risk,293.970000,Low Value,Standard Customer
15987,0.170191,0,0.442809,Low Risk,135.900000,Low Value,Standard Customer
15990,0.676744,1,0.442809,High Risk,126.380000,Low Value,At-Risk Customer
15996,0.161483,0,0.442809,Low Risk,573.650000,Medium Value,Standard Customer
15998,0.129131,0,0.442809,Low Risk,631.960000,Medium Value,Standard Customer
16003,0.271413,0,0.442809,Low Risk,986.570000,Medium Value,Standard Customer
16005,0.403010,0,0.442809,Medium Risk,212.260000,Low Value,Standard Customer
16006,0.665915,1,0.442809,High Risk,164.180000,Low Value,At-Risk Customer
16007,0.254780,0,0.442809,Low Risk,90.750000,Low Value,Standard Customer
16008,0.618726,1,0.442809,Medium Risk,174.030000,Low Value,Standard Customer
16009,0.418129,0,0.442809,Medium Risk,59.800000,Low Value,Standard Customer
16010,0.503535,1,0.442809,Medium Risk,280.280000,Low Value,Standard Customer
16011,0.100585,0,0.442809,Low Risk,994.850000,Medium Value,Standard Customer
16012,0.350816,0,0.442809,Medium Risk,389.280000,Low Value,Standard Customer
16013,0.085350,0,0.442809,Low Risk,14125.570000,High Value,Loyal High-Value Customer
16014,0.276328,0,0.442809,Low Risk,234.370000,Low Value,Standard Customer
16016,0.217170,0,0.442809,Low Risk,521.950000,Medium Value,Standard Customer
16018,0.574286,1,0.442809,Medium Risk,186.990000,Low Value,Standard Customer
16019,0.137754,0,0.442809,Low Risk,1823.530000,Medium Value,Standard Customer
16022,0.623690,1,0.442809,Medium Risk,40.960000,Low Value,Standard Customer
16023,0.403100,0,0.442809,Medium Risk,269.810000,Low Value,Standard Customer
16027,0.274334,0,0.442809,Low Risk,23.020000,Low Value,Standard Customer
